Data,Turma,Motivo
30/7/2006,Logistica 2,distância/meio de transporte
30/7/2006,Designer 1,outros motivos
30/7/2006,Gestão comercial 4,incompatibilidade de horário
30/7/2006,Logistica 4,não se adaptou a metodologia
30/7/2006,Logistica 4,falta de vale transporte
31/7/2006,Designer 1,motivo de estudo
31/7/2006,Gestão da Tecnologia da informação 2,distância/meio de transporte
31/7/2006,Logistica 4,outros motivos
31/7/2006,Gestão da Tecnologia da informação 3,incompatibilidade de horário
31/7/2006,Gestão da Tecnologia da informação 3,não se adaptou a metodologia
31/7/2006,Jogos digitais 5,falta de vale transporte
1/8/2006,Logistica 4,motivo de estudo
1/8/2006,Gestão da Tecnologia da informação 2,distância/meio de transporte
1/8/2006,Gestão da Tecnologia da informação 2,outros motivos
1/8/2006,Segurança da informação 1,incompatibilidade de horário
1/8/2006,Gestão da Tecnologia da informação 4,não se adaptou a metodologia
1/8/2006,Gestão da Tecnologia da informação 3,falta de vale transporte
2/8/2006,Segurança da informação 1,motivo de estudo
2/8/2006,Segurança da informação 1,distância/meio de transporte
2/8/2006,Gestão comercial 4,outros motivos
2/8/2006,Designer 4,incompatibilidade de horário
2/8/2006,Designer 1,não se adaptou a metodologia
2/8/2006,Logistica 3,falta de vale transporte
3/8/2006,Gestão da Tecnologia da informação 1,motivo de estudo
3/8/2006,Designer 1,distância/meio de transporte
3/8/2006,Gestão da Tecnologia da informação 2,outros motivos
3/8/2006,Segurança da informação 3,incompatibilidade de horário
3/8/2006,Segurança da informação 4,não se adaptou a metodologia
3/8/2006,Logistica 1,falta de vale transporte
4/8/2006,Segurança da informação 3,motivo de estudo
4/8/2006,Jogos digitais 3,distância/meio de transporte
4/8/2006,Logistica 3,outros motivos
4/8/2006,Análise e desenvolvimento de sistemas 2,incompatibilidade de horário
4/8/2006,Designer 3,não se adaptou a metodologia
4/8/2006,Gestão comercial 1,falta de vale transporte
5/8/2006,Segurança da informação 4,motivo de estudo
5/8/2006,Logistica 1,distância/meio de transporte
5/8/2006,Gestão comercial 1,outros motivos
5/8/2006,Designer 1,incompatibilidade de horário
5/8/2006,Análise e desenvolvimento de sistemas 4,não se adaptou a metodologia
5/8/2006,Gestão da Tecnologia da informação 2,falta de vale transporte
6/8/2006,Segurança da informação 1,motivo de estudo
6/8/2006,Segurança da informação 4,distância/meio de transporte
6/8/2006,Segurança da informação 2,outros motivos
6/8/2006,Logistica 2,incompatibilidade de horário
6/8/2006,Logistica 2,não se adaptou a metodologia
6/8/2006,Jogos digitais 1,falta de vale transporte
7/8/2006,Gestão da Tecnologia da informação 3,motivo de estudo
7/8/2006,Logistica 3,distância/meio de transporte
7/8/2006,Logistica 4,outros motivos
7/8/2006,Jogos digitais 5,incompatibilidade de horário
7/8/2006,Designer 4,não se adaptou a metodologia
7/8/2006,Jogos digitais 3,falta de vale transporte
8/8/2006,Jogos digitais 3,motivo de estudo
8/8/2006,Análise e desenvolvimento de sistemas 4,distância/meio de transporte
8/8/2006,Designer 4,outros motivos
8/8/2006,Designer 3,incompatibilidade de horário
8/8/2006,Gestão comercial 4,não se adaptou a metodologia
8/8/2006,Segurança da informação 4,falta de vale transporte
9/8/2006,Gestão comercial 4,motivo de estudo
9/8/2006,Segurança da informação 4,distância/meio de transporte
9/8/2006,Designer 3,outros motivos
9/8/2006,Gestão da Tecnologia da informação 4,incompatibilidade de horário
9/8/2006,Designer 4,não se adaptou a metodologia
9/8/2006,Gestão comercial 3,falta de vale transporte
10/8/2006,Jogos digitais 2,motivo de estudo
10/8/2006,Jogos digitais 4,distância/meio de transporte
10/8/2006,Logistica 1,outros motivos
10/8/2006,Logistica 4,incompatibilidade de horário
10/8/2006,Gestão comercial 3,não se adaptou a metodologia
10/8/2006,Segurança da informação 3,falta de vale transporte
11/8/2006,Jogos digitais 2,motivo de estudo
11/8/2006,Jogos digitais 2,distância/meio de transporte
11/8/2006,Logistica 1,outros motivos
11/8/2006,Gestão comercial 4,incompatibilidade de horário
11/8/2006,Gestão comercial 2,não se adaptou a metodologia
11/8/2006,Logistica 4,falta de vale transporte
12/8/2006,Análise e desenvolvimento de sistemas 1,motivo de estudo
12/8/2006,Logistica 1,distância/meio de transporte
12/8/2006,Designer 1,outros motivos
12/8/2006,Jogos digitais 3,incompatibilidade de horário
12/8/2006,Jogos digitais 4,não se adaptou a metodologia
12/8/2006,Segurança da informação 4,falta de vale transporte
13/8/2006,Gestão comercial 4,motivo de estudo
13/8/2006,Gestão comercial 3,distância/meio de transporte
13/8/2006,Análise e desenvolvimento de sistemas 1,outros motivos
13/8/2006,Segurança da informação 3,incompatibilidade de horário
13/8/2006,Designer 2,não se adaptou a metodologia
13/8/2006,Segurança da informação 1,falta de vale transporte
14/8/2006,Jogos digitais 4,motivo de estudo
14/8/2006,Análise e desenvolvimento de sistemas 4,distância/meio de transporte
14/8/2006,Gestão comercial 2,outros motivos
14/8/2006,Segurança da informação 3,incompatibilidade de horário
14/8/2006,Designer 4,não se adaptou a metodologia
14/8/2006,Análise e desenvolvimento de sistemas 1,falta de vale transporte
15/8/2006,Segurança da informação 2,motivo de estudo
15/8/2006,Jogos digitais 4,distância/meio de transporte
15/8/2006,Logistica 3,outros motivos
15/8/2006,Segurança da informação 3,incompatibilidade de horário
15/8/2006,Gestão da Tecnologia da informação 1,não se adaptou a metodologia
15/8/2006,Designer 4,falta de vale transporte
16/8/2006,Gestão da Tecnologia da informação 1,motivo de estudo
16/8/2006,Logistica 1,distância/meio de transporte
16/8/2006,Designer 1,outros motivos
16/8/2006,Segurança da informação 4,incompatibilidade de horário
16/8/2006,Designer 1,não se adaptou a metodologia
16/8/2006,Segurança da informação 2,falta de vale transporte
17/8/2006,Jogos digitais 4,motivo de estudo
17/8/2006,Jogos digitais 3,distância/meio de transporte
17/8/2006,Logistica 4,outros motivos
17/8/2006,Gestão da Tecnologia da informação 3,incompatibilidade de horário
17/8/2006,Jogos digitais 1,não se adaptou a metodologia
17/8/2006,Designer 1,falta de vale transporte
18/8/2006,Análise e desenvolvimento de sistemas 1,motivo de estudo
18/8/2006,Gestão da Tecnologia da informação 2,distância/meio de transporte
18/8/2006,Gestão comercial 3,outros motivos
18/8/2006,Designer 3,incompatibilidade de horário
18/8/2006,Gestão da Tecnologia da informação 1,não se adaptou a metodologia
18/8/2006,Análise e desenvolvimento de sistemas 2,falta de vale transporte
19/8/2006,Segurança da informação 4,motivo de estudo
19/8/2006,Gestão da Tecnologia da informação 3,distância/meio de transporte
19/8/2006,Designer 3,outros motivos
19/8/2006,Análise e desenvolvimento de sistemas 2,incompatibilidade de horário
19/8/2006,Gestão comercial 2,não se adaptou a metodologia
19/8/2006,Gestão comercial 2,falta de vale transporte
20/8/2006,Designer 4,motivo de estudo
20/8/2006,Gestão da Tecnologia da informação 1,distância/meio de transporte
20/8/2006,Logistica 1,outros motivos
20/8/2006,Gestão da Tecnologia da informação 2,incompatibilidade de horário
20/8/2006,Gestão da Tecnologia da informação 1,não se adaptou a metodologia
20/8/2006,Gestão da Tecnologia da informação 4,falta de vale transporte
21/8/2006,Análise e desenvolvimento de sistemas 1,motivo de estudo
21/8/2006,Jogos digitais 2,distância/meio de transporte
21/8/2006,Jogos digitais 3,outros motivos
21/8/2006,Logistica 1,incompatibilidade de horário
21/8/2006,Segurança da informação 1,não se adaptou a metodologia
21/8/2006,Análise e desenvolvimento de sistemas 2,falta de vale transporte
22/8/2006,Análise e desenvolvimento de sistemas 4,motivo de estudo
22/8/2006,Gestão comercial 4,distância/meio de transporte
22/8/2006,Jogos digitais 3,outros motivos
22/8/2006,Logistica 1,incompatibilidade de horário
22/8/2006,Designer 4,não se adaptou a metodologia
22/8/2006,Gestão da Tecnologia da informação 4,falta de vale transporte
23/8/2006,Jogos digitais 2,motivo de estudo
23/8/2006,Jogos digitais 5,distância/meio de transporte
23/8/2006,Análise e desenvolvimento de sistemas 4,outros motivos
23/8/2006,Jogos digitais 2,incompatibilidade de horário
23/8/2006,Segurança da informação 1,não se adaptou a metodologia
23/8/2006,Logistica 1,falta de vale transporte
24/8/2006,Análise e desenvolvimento de sistemas 4,motivo de estudo
24/8/2006,Logistica 3,distância/meio de transporte
24/8/2006,Gestão comercial 1,outros motivos
24/8/2006,Designer 2,incompatibilidade de horário
24/8/2006,Designer 3,não se adaptou a metodologia
24/8/2006,Gestão da Tecnologia da informação 4,falta de vale transporte
25/8/2006,Jogos digitais 4,motivo de estudo
25/8/2006,Designer 2,distância/meio de transporte
25/8/2006,Designer 2,outros motivos
25/8/2006,Gestão comercial 4,incompatibilidade de horário
25/8/2006,Logistica 4,não se adaptou a metodologia
25/8/2006,Gestão da Tecnologia da informação 1,falta de vale transporte
26/8/2006,Logistica 4,motivo de estudo
26/8/2006,Análise e desenvolvimento de sistemas 2,distância/meio de transporte
26/8/2006,Logistica 2,outros motivos
26/8/2006,Jogos digitais 5,incompatibilidade de horário
26/8/2006,Jogos digitais 5,não se adaptou a metodologia
26/8/2006,Designer 4,falta de vale transporte
27/8/2006,Gestão da Tecnologia da informação 2,motivo de estudo
27/8/2006,Jogos digitais 2,distância/meio de transporte
27/8/2006,Gestão da Tecnologia da informação 4,outros motivos
27/8/2006,Designer 1,incompatibilidade de horário
27/8/2006,Designer 4,não se adaptou a metodologia
27/8/2006,Logistica 2,falta de vale transporte
28/8/2006,Análise e desenvolvimento de sistemas 2,motivo de estudo
28/8/2006,Segurança da informação 2,distância/meio de transporte
28/8/2006,Jogos digitais 5,outros motivos
28/8/2006,Gestão comercial 2,incompatibilidade de horário
28/8/2006,Gestão comercial 3,não se adaptou a metodologia
28/8/2006,Análise e desenvolvimento de sistemas 1,falta de vale transporte
29/8/2006,Designer 2,motivo de estudo
29/8/2006,Gestão da Tecnologia da informação 2,distância/meio de transporte
29/8/2006,Designer 2,outros motivos
29/8/2006,Jogos digitais 1,incompatibilidade de horário
29/8/2006,Segurança da informação 4,não se adaptou a metodologia
29/8/2006,Análise e desenvolvimento de sistemas 4,falta de vale transporte
30/8/2006,Segurança da informação 3,motivo de estudo
30/8/2006,Jogos digitais 2,distância/meio de transporte
30/8/2006,Segurança da informação 2,outros motivos
30/8/2006,Gestão comercial 2,incompatibilidade de horário
30/8/2006,Logistica 1,não se adaptou a metodologia
30/8/2006,Gestão comercial 3,falta de vale transporte
31/8/2006,Análise e desenvolvimento de sistemas 2,motivo de estudo
31/8/2006,Logistica 3,distância/meio de transporte
31/8/2006,Jogos digitais 5,outros motivos
31/8/2006,Designer 1,incompatibilidade de horário
31/8/2006,Análise e desenvolvimento de sistemas 2,não se adaptou a metodologia
31/8/2006,Logistica 1,falta de vale transporte
1/9/2006,Análise e desenvolvimento de sistemas 4,motivo de estudo
1/9/2006,Logistica 4,distância/meio de transporte
1/9/2006,Designer 2,outros motivos
1/9/2006,Segurança da informação 4,incompatibilidade de horário
1/9/2006,Jogos digitais 3,não se adaptou a metodologia
1/9/2006,Designer 1,falta de vale transporte
2/9/2006,Jogos digitais 4,motivo de estudo
2/9/2006,Jogos digitais 5,distância/meio de transporte
2/9/2006,Designer 2,outros motivos
2/9/2006,Gestão comercial 4,incompatibilidade de horário
2/9/2006,Gestão da Tecnologia da informação 1,não se adaptou a metodologia
2/9/2006,Jogos digitais 5,falta de vale transporte
3/9/2006,Logistica 3,motivo de estudo
3/9/2006,Logistica 4,distância/meio de transporte
3/9/2006,Gestão comercial 4,outros motivos
3/9/2006,Logistica 2,incompatibilidade de horário
3/9/2006,Segurança da informação 3,não se adaptou a metodologia
3/9/2006,Jogos digitais 5,falta de vale transporte
4/9/2006,Gestão da Tecnologia da informação 4,motivo de estudo
4/9/2006,Jogos digitais 1,distância/meio de transporte
4/9/2006,Análise e desenvolvimento de sistemas 2,outros motivos
4/9/2006,Gestão comercial 1,incompatibilidade de horário
4/9/2006,Segurança da informação 3,não se adaptou a metodologia
4/9/2006,Jogos digitais 4,falta de vale transporte
5/9/2006,Gestão da Tecnologia da informação 4,motivo de estudo
5/9/2006,Segurança da informação 4,distância/meio de transporte
5/9/2006,Jogos digitais 2,outros motivos
5/9/2006,Gestão comercial 1,incompatibilidade de horário
5/9/2006,Jogos digitais 4,não se adaptou a metodologia
5/9/2006,Segurança da informação 4,falta de vale transporte
6/9/2006,Designer 4,motivo de estudo
6/9/2006,Análise e desenvolvimento de sistemas 2,distância/meio de transporte
6/9/2006,Gestão comercial 3,outros motivos
6/9/2006,Gestão da Tecnologia da informação 3,incompatibilidade de horário
6/9/2006,Designer 1,não se adaptou a metodologia
6/9/2006,Gestão comercial 3,falta de vale transporte
7/9/2006,Jogos digitais 5,dificuldades financeiras
7/9/2006,Segurança da informação 1,motivo de estudo
7/9/2006,Logistica 4,distância/meio de transporte
7/9/2006,Jogos digitais 5,outros motivos
7/9/2006,Gestão da Tecnologia da informação 4,incompatibilidade de horário
7/9/2006,Jogos digitais 5,não se adaptou a metodologia
7/9/2006,Jogos digitais 3,falta de vale transporte
8/9/2006,Gestão comercial 3,dificuldades financeiras
8/9/2006,Segurança da informação 4,motivo de estudo
8/9/2006,Jogos digitais 3,distância/meio de transporte
8/9/2006,Jogos digitais 3,outros motivos
8/9/2006,Análise e desenvolvimento de sistemas 1,incompatibilidade de horário
8/9/2006,Jogos digitais 5,não se adaptou a metodologia
8/9/2006,Jogos digitais 4,falta de vale transporte
9/9/2006,Análise e desenvolvimento de sistemas 4,dificuldades financeiras
9/9/2006,Logistica 4,motivo de estudo
9/9/2006,Análise e desenvolvimento de sistemas 1,distância/meio de transporte
9/9/2006,Segurança da informação 1,outros motivos
9/9/2006,Gestão comercial 2,incompatibilidade de horário
9/9/2006,Jogos digitais 5,não se adaptou a metodologia
9/9/2006,Segurança da informação 2,falta de vale transporte
10/9/2006,Logistica 4,dificuldades financeiras
10/9/2006,Análise e desenvolvimento de sistemas 4,motivo de estudo
10/9/2006,Segurança da informação 3,distância/meio de transporte
10/9/2006,Gestão comercial 1,outros motivos
10/9/2006,Logistica 3,incompatibilidade de horário
10/9/2006,Designer 3,não se adaptou a metodologia
10/9/2006,Gestão da Tecnologia da informação 3,falta de vale transporte
11/9/2006,Jogos digitais 4,dificuldades financeiras
11/9/2006,Gestão comercial 2,motivo de estudo
11/9/2006,Jogos digitais 2,distância/meio de transporte
11/9/2006,Jogos digitais 4,outros motivos
11/9/2006,Designer 2,incompatibilidade de horário
11/9/2006,Gestão da Tecnologia da informação 2,não se adaptou a metodologia
11/9/2006,Jogos digitais 2,falta de vale transporte
12/9/2006,Gestão comercial 1,dificuldades financeiras
